PLAYER_NAME,PLAYER_ID,TEAM_NAME_x,LOCATION,MIN_x,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB_x,REB,AST,TOV,STL_x,BLK_x,BLKA,PF,PFD,PTS,PLUS_MINUS,Efficiency,Season Type,GP_x,W_x,L_x,Logo_URL,DISPLAY_FIRST_LAST_x,TEAM_ID,TEAM_ABBREVIATION,HEADSHOT_URL,DISPLAY_FIRST_LAST_y,POSITION,TEAM_NAME_y,GP_y,W_y,L_y,W_PCT,MIN_y,DEF_RATING,DREB_y,DREB_PCT,STL_y,BLK_y,OPP_PTS_OFF_TOV,OPP_PTS_2ND_CHANCE,OPP_PTS_FB,OPP_PTS_PAINT,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,DEF_RATING_RANK,DREB_RANK,DREB_PCT_RANK,STL_RANK,BLK_RANK,OPP_PTS_OFF_TOV_RANK,OPP_PTS_2ND_CHANCE_RANK,OPP_PTS_FB_RANK,OPP_PTS_PAINT_RANK,Conference,W_rate
Blake Wesley,1631104,San Antonio Spurs,AWAY,15.1,1.81,3.66,0.43,0.22,0.75,0.16,1.16,1.59,0.48,0.16,1.38,1.53,2.81,0.97,0.53,0.25,0.31,1.69,1,5,-3.06,6.88,Regular Season,82,22,60,https://loodibee.com/wp-content/uploads/san-antonio-spurs-2002-2017.png,Blake Wesley,1610612759,SAS,https://cdn.nba.com/headshots/nba/latest/1040x760/1631104.png,Blake Wesley,Guard,San Antonio Spurs,82,22,60,0.268,3966,115.6,2778,0.721,584,520,1526,1167,1187,4490,1,26,26,26,7,21,8,13,22,3,27,23,17,28,West,26.82926829
Boban Marjanovic,1626246,Houston Rockets,AWAY,5.33,1,2.5,0.39,0,0.17,0,0.17,0.67,0.08,0.83,2,2.83,0.17,0.17,0,0,0.17,0.67,1,2.17,-2.83,3,Regular Season,82,41,41,https://loodibee.com/wp-content/uploads/nba-houston-rockets-logo.png,Boban Marjanovic,1610612745,HOU,https://cdn.nba.com/headshots/nba/latest/1040x760/1626246.png,Boban Marjanovic,Center,Houston Rockets,82,41,41,0.5,3971,112.8,2787,0.722,639,375,1221,1130,958,3992,1,19,19,19,3,10,6,12,8,24,4,14,1,12,West,50
Bobby Portis,1626171,Milwaukee Bucks,AWAY,25.78,6.16,12.22,0.49,1.49,3.49,0.37,1.19,1.41,0.48,1.62,6.05,7.68,1.24,1,0.81,0.41,0.43,2.22,1.24,15,0.65,17.86,Regular Season,82,49,33,https://loodibee.com/wp-content/uploads/nba-milwaukee-bucks-logo.png,Bobby Portis,1610612749,MIL,https://cdn.nba.com/headshots/nba/latest/1040x760/1626171.png,Bobby Portis,Forward,Milwaukee Bucks,82,49,33,0.598,3961,115,2850,0.731,558,413,1227,1121,1118,4182,1,8,8,8,10,19,3,4,26,15,6,12,10,19,East,59.75609756
Bogdan Bogdanovic,203992,Atlanta Hawks,AWAY,29.32,5.63,13.63,0.42,2.68,7.79,0.36,1.92,2.13,0.64,0.58,2.55,3.13,2.87,1.11,1.13,0.32,0.66,2.16,1.58,15.87,-0.18,14,Regular Season,82,36,46,https://loodibee.com/wp-content/uploads/nba-atlanta-hawks-logo.png,Bogdan Bogdanovic,1610612737,ATL,https://cdn.nba.com/headshots/nba/latest/1040x760/203992.png,Bogdan Bogdanovic,Guard,Atlanta Hawks,82,36,46,0.439,3971,118.4,2639,0.717,615,369,1367,1121,1363,4402,1,21,21,21,3,27,22,16,16,26,18,12,28,25,East,43.90243902
Bojan Bogdanovic,202711,Detroit Pistons,AWAY,32.1,7.69,15.77,0.48,3,7.54,0.4,4.38,5.62,0.77,0.46,2.23,2.69,2.31,2,0.85,0.08,1.08,2.23,4.08,22.77,-9.46,17.38,Regular Season,82,14,68,https://loodibee.com/wp-content/uploads/nba-detroit-pistons-logo.png,Bojan Bogdanovic,1610612752,NYK,https://cdn.nba.com/headshots/nba/latest/1040x760/202711.png,Bojan Bogdanovic,Forward,New York Knicks,82,50,32,0.61,3946,112.4,2665,0.729,612,336,1222,1008,1133,3848,1,6,6,6,23,9,21,6,17,29,5,3,13,6,East,17.07317073
Bol Bol,1629626,Phoenix Suns,AWAY,10.64,2.5,3.75,0.52,0.58,1.17,0.25,0.33,0.42,0.19,0.96,2.46,3.42,0.33,0.62,0.33,0.62,0.12,0.88,0.29,5.92,0.5,8.67,Regular Season,82,49,33,https://loodibee.com/wp-content/uploads/nba-phoenix-suns-logo.png,Bol Bol,1610612756,PHX,https://cdn.nba.com/headshots/nba/latest/1040x760/1629626.png,Bol Bol,Center-Forward,Phoenix Suns,82,49,33,0.598,3956,113.7,2783,0.714,610,492,1491,1150,1179,4074,1,8,8,8,17,13,7,20,18,6,25,19,16,14,West,59.75609756
Bones Hyland,1630538,LA Clippers,AWAY,15.07,2.24,6.57,0.28,0.9,3.38,0.18,0.57,0.67,0.15,0.24,1.43,1.67,2.14,1.24,0.48,0.14,0.57,1.52,1,5.95,-3.33,4.71,Regular Season,82,51,31,https://loodibee.com/wp-content/uploads/nba-la-clippers-logo.png,Bones Hyland,1610612746,LAC,https://cdn.nba.com/headshots/nba/latest/1040x760/1630538.png,Bones Hyland,Guard,LA Clippers,82,51,31,0.622,3941,114.6,2701,0.705,640,413,1284,1152,1221,4074,1,5,5,5,26,16,17,24,7,15,11,20,21,14,West,62.19512195
Bradley Beal,203078,Phoenix Suns,AWAY,33.75,7.86,14.76,0.53,2.07,4.69,0.41,2.45,2.86,0.7,1,3.62,4.62,5.07,2.59,0.93,0.45,0.83,2.38,2.1,20.24,4.38,21.41,Regular Season,82,49,33,https://loodibee.com/wp-content/uploads/nba-phoenix-suns-logo.png,Bradley Beal,1610612756,PHX,https://cdn.nba.com/headshots/nba/latest/1040x760/203078.png,Bradley Beal,Guard,Phoenix Suns,82,49,33,0.598,3956,113.7,2783,0.714,610,492,1491,1150,1179,4074,1,8,8,8,17,13,7,20,18,6,25,19,16,14,West,59.75609756
Brandin Podziemski,1641764,Golden State Warriors,AWAY,25.05,3.4,7.29,0.44,1.1,2.74,0.35,0.57,0.83,0.32,1.52,3.83,5.36,3.79,1.02,0.76,0.14,0.43,1.52,1.52,8.48,4.07,13.36,Regular Season,82,46,36,https://loodibee.com/wp-content/uploads/nba-golden-state-warriors-logo.png,Brandin Podziemski,1610612744,GSW,https://cdn.nba.com/headshots/nba/latest/1040x760/1641764.png,Brandin Podziemski,Guard,Golden State Warriors,82,46,36,0.561,3966,114.5,2834,0.725,572,377,1411,1100,1220,4074,1,16,16,16,7,15,4,10,23,23,22,9,20,14,West,56.09756098
Brandon Boston Jr.,1630527,LA Clippers,AWAY,10.49,1.83,4.44,0.34,0.33,1.22,0.1,0.61,0.94,0.25,0.44,1.11,1.56,0.39,1,0.39,0.11,0.33,1.39,0.72,4.61,-3.44,3.11,Regular Season,82,51,31,https://loodibee.com/wp-content/uploads/nba-la-clippers-logo.png,Brandon Boston Jr.,1610612746,LAC,https://cdn.nba.com/headshots/nba/latest/1040x760/1630527.png,Brandon Boston Jr.,Guard,LA Clippers,82,51,31,0.622,3941,114.6,2701,0.705,640,413,1284,1152,1221,4074,1,5,5,5,26,16,17,24,7,15,11,20,21,14,West,62.19512195
Brandon Clarke,1629634,Memphis Grizzlies,AWAY,22.93,5.4,10,0.53,0.2,1,0.2,0,1,0,2.6,3,5.6,1.2,0.6,0.8,1,1,1.2,1.2,11,-0.4,13.4,Regular Season,82,27,55,https://loodibee.com/wp-content/uploads/nba-memphis-grizzlies-logo.png,Brandon Clarke,1610612763,MEM,https://cdn.nba.com/headshots/nba/latest/1040x760/1629634.png,Brandon Clarke,Forward,Memphis Grizzlies,82,27,55,0.329,3956,113.7,2598,0.706,673,501,1514,1146,1236,3948,1,24,24,24,17,12,27,23,4,4,26,17,22,10,West,32.92682927
Brandon Ingram,1627742,New Orleans Pelicans,AWAY,33.39,7.41,16,0.47,1.15,3.96,0.23,4.07,5.19,0.76,0.67,4.81,5.48,6.22,2.89,0.74,0.59,0.44,2.07,3.96,20.04,2.41,20.48,Regular Season,82,49,33,https://loodibee.com/wp-content/uploads/nba-new-orleans-pelicans-logo.png,Brandon Ingram,1610612740,NOP,https://cdn.nba.com/headshots/nba/latest/1040x760/1627742.png,Brandon Ingram,Forward,New Orleans Pelicans,82,49,33,0.598,3941,111.9,2753,0.725,684,378,1280,1053,1117,3824,1,8,8,8,26,6,10,8,3,22,10,5,9,5,West,59.75609756
Brandon Miller,1641706,Charlotte Hornets,AWAY,31.33,5.91,13.69,0.42,2.43,6.4,0.35,1.26,1.66,0.5,0.74,3.43,4.17,2.34,1.8,0.89,0.54,0.54,2.43,2.37,15.51,-10.26,13.49,Regular Season,82,21,61,https://loodibee.com/wp-content/uploads/nba-charlotte-hornets-logo.png,Brandon Miller,1610612766,CHA,https://cdn.nba.com/headshots/nba/latest/1040x760/1641706.png,Brandon Miller,Forward,Charlotte Hornets,82,21,61,0.256,3946,119.2,2538,0.709,562,371,1401,1160,1128,4308,1,27,27,27,23,29,29,22,25,25,20,21,12,23,East,25.6097561
Brandon Williams,1630314,Dallas Mavericks,AWAY,8.91,1.88,4.62,0.37,0.38,1.38,0.21,1,1.62,0.25,0.25,0.88,1.12,1,0.62,0.12,0.12,0.38,0.25,1.25,5.12,-4.5,3.5,Regular Season,82,50,32,https://loodibee.com/wp-content/uploads/nba-dallas-mavericks-logo.png,Brandon Williams,1610612742,DAL,https://cdn.nba.com/headshots/nba/latest/1040x760/1630314.png,Brandon Williams,Guard,Dallas Mavericks,82,50,32,0.61,3941,114.9,2724,0.711,563,406,1240,1170,1291,4186,1,6,6,6,26,18,14,21,24,17,7,24,26,20,West,60.97560976
Braxton Key,1630296,Denver Nuggets,AWAY,2,0.12,0.25,0.12,0.12,0.12,0.12,0.62,0.75,0.31,0,1,1,0.25,0,0,0.12,0,0.12,0.38,1,-2.62,2.12,Regular Season,82,57,25,https://loodibee.com/wp-content/uploads/nba-denver-nuggets-logo-2018.png,Braxton Key,1610612743,DEN,https://cdn.nba.com/headshots/nba/latest/1040x760/1630296.png,Braxton Key,Forward,Denver Nuggets,82,57,25,0.695,3941,112.3,2762,0.718,585,456,1301,1086,1109,4128,1,2,2,2,26,8,9,15,21,10,14,8,8,18,West,69.51219512
Brice Sensabaugh,1641729,Utah Jazz,AWAY,18.51,2.47,6.94,0.3,1.24,4.06,0.3,1.24,1.41,0.3,0.41,2.76,3.18,2.18,1.53,0.29,0.12,0.47,1.24,1,7.41,-6.71,7,Regular Season,82,31,51,https://loodibee.com/wp-content/uploads/nba-utah-jazz-logo.png,Brice Sensabaugh,1610612762,UTA,https://cdn.nba.com/headshots/nba/latest/1040x760/1641729.png,Brice Sensabaugh,Forward,Utah Jazz,82,31,51,0.378,3961,119.6,2725,0.717,537,458,1583,1178,1512,4248,1,23,23,23,10,30,12,18,29,9,29,25,30,22,West,37.80487805
Brook Lopez,201572,Milwaukee Bucks,AWAY,30.89,4.37,8.91,0.49,1.77,4.66,0.37,1.34,1.66,0.49,1.49,3.66,5.14,1.91,0.91,0.34,2.49,0.31,2.63,1.6,11.86,3.89,15.97,Regular Season,82,49,33,https://loodibee.com/wp-content/uploads/nba-milwaukee-bucks-logo.png,Brook Lopez,1610612749,MIL,https://cdn.nba.com/headshots/nba/latest/1040x760/201572.png,Brook Lopez,Center,Milwaukee Bucks,82,49,33,0.598,3961,115,2850,0.731,558,413,1227,1121,1118,4182,1,8,8,8,10,19,3,4,26,15,6,12,10,19,East,59.75609756
Bruce Brown,1628971,Indiana Pacers,AWAY,31.46,4.65,9.82,0.45,1.12,3.29,0.25,1.88,2.12,0.43,0.47,4.12,4.59,2.94,1.35,0.94,0.18,0.82,2.29,1.76,12.29,2.71,14.18,Regular Season,82,47,35,https://loodibee.com/wp-content/uploads/nba-indiana-pacers-logo.png,Bruce Brown,1610612761,TOR,https://cdn.nba.com/headshots/nba/latest/1040x760/1628971.png,Bruce Brown,Guard-Forward,Toronto Raptors,82,25,57,0.305,3961,118.1,2607,0.694,634,388,1412,1282,1188,4456,1,25,25,25,10,26,26,29,10,19,23,29,18,26,East,57.31707317
Bruno Fernando,1628981,Atlanta Hawks,AWAY,15.05,2.43,4.13,0.58,0,0.04,0,1.87,2.91,0.5,1.3,3.09,4.39,0.96,1,0.48,0.74,0.57,2.09,1.96,6.74,-2.65,9.57,Regular Season,82,36,46,https://loodibee.com/wp-content/uploads/nba-atlanta-hawks-logo.png,Bruno Fernando,1610612737,ATL,https://cdn.nba.com/headshots/nba/latest/1040x760/1628981.png,Bruno Fernando,Forward-Center,Atlanta Hawks,82,36,46,0.439,3971,118.4,2639,0.717,615,369,1367,1121,1363,4402,1,21,21,21,3,27,22,16,16,26,18,12,28,25,East,43.90243902
Bryce McGowens,1631121,Charlotte Hornets,AWAY,14.59,1.52,3.63,0.31,0.44,1.74,0.16,1.11,1.48,0.37,0.26,1.44,1.7,0.96,0.59,0.52,0.15,0.37,1.44,1.37,4.59,-4.15,4.85,Regular Season,82,21,61,https://loodibee.com/wp-content/uploads/nba-charlotte-hornets-logo.png,Bryce McGowens,1610612766,CHA,https://cdn.nba.com/headshots/nba/latest/1040x760/1631121.png,Bryce McGowens,Guard,Charlotte Hornets,82,21,61,0.256,3946,119.2,2538,0.709,562,371,1401,1160,1128,4308,1,27,27,27,23,29,29,22,25,25,20,21,12,23,East,25.6097561
Buddy Boeheim,1631205,Detroit Pistons,AWAY,11.92,1.5,3.75,0.33,1.25,3.25,0.36,2,2.5,0.65,0.75,0.75,1.5,0.75,0,0,0,0,0.75,1.25,6.25,1,5.75,Regular Season,82,14,68,https://loodibee.com/wp-content/uploads/nba-detroit-pistons-logo.png,Buddy Boeheim,1610612765,DET,https://cdn.nba.com/headshots/nba/latest/1040x760/1631205.png,Buddy Boeheim,Forward,Detroit Pistons,82,14,68,0.171,3951,118,2692,0.73,531,384,1611,1138,1165,4468,1,30,30,30,21,25,18,5,30,20,30,16,14,27,East,17.07317073
Buddy Hield,1627741,Indiana Pacers,AWAY,25.83,4.32,10.29,0.4,2.71,7.29,0.34,0.36,0.43,0.21,0.71,2.86,3.57,2.71,1.57,0.89,0.68,0.39,2.04,0.32,11.71,4.14,11.96,Regular Season,82,47,35,https://loodibee.com/wp-content/uploads/nba-indiana-pacers-logo.png,Buddy Hield,1610612755,PHI,https://cdn.nba.com/headshots/nba/latest/1040x760/1627741.png,Buddy Hield,Guard,Philadelphia 76ers,82,47,35,0.573,3956,113,2616,0.701,694,492,1177,1117,1262,4106,1,12,12,12,17,11,23,25,1,6,2,11,24,17,East,57.31707317
CJ McCollum,203468,New Orleans Pelicans,AWAY,33.47,7.26,16,0.44,3.39,8.42,0.37,2,2.32,0.75,0.65,4,4.65,4.71,1.84,0.9,0.84,0.52,1.65,1.77,19.9,2.1,20.1,Regular Season,82,49,33,https://loodibee.com/wp-content/uploads/nba-new-orleans-pelicans-logo.png,CJ McCollum,1610612740,NOP,https://cdn.nba.com/headshots/nba/latest/1040x760/203468.png,CJ McCollum,Guard,New Orleans Pelicans,82,49,33,0.598,3941,111.9,2753,0.725,684,378,1280,1053,1117,3824,1,8,8,8,26,6,10,8,3,22,10,5,9,5,West,59.75609756
Cade Cunningham,1630595,Detroit Pistons,AWAY,33.51,8.22,18.62,0.43,1.75,5.22,0.31,4.12,4.62,0.73,0.62,4,4.62,7.44,3.38,0.69,0.31,1.38,2.44,3.12,22.31,-4.03,21.09,Regular Season,82,14,68,https://loodibee.com/wp-content/uploads/nba-detroit-pistons-logo.png,Cade Cunningham,1610612765,DET,https://cdn.nba.com/headshots/nba/latest/1040x760/1630595.png,Cade Cunningham,Guard,Detroit Pistons,82,14,68,0.171,3951,118,2692,0.73,531,384,1611,1138,1165,4468,1,30,30,30,21,25,18,5,30,20,30,16,14,27,East,17.07317073
Caleb Houstan,1631216,Orlando Magic,AWAY,14.57,1.47,3.53,0.37,1.31,3.31,0.37,0.22,0.31,0.08,0.38,1.06,1.44,0.56,0.31,0.25,0.06,0,0.91,0.38,4.47,0,4.31,Regular Season,82,47,35,https://loodibee.com/wp-content/uploads/nba-orlando-magic-logo.png,Caleb Houstan,1610612753,ORL,https://cdn.nba.com/headshots/nba/latest/1040x760/1631216.png,Caleb Houstan,Guard,Orlando Magic,82,47,35,0.573,3956,110.8,2608,0.737,669,423,1348,994,1189,3892,1,12,12,12,17,3,25,2,5,13,16,2,19,8,East,57.31707317
Caleb Martin,1628997,Miami Heat,AWAY,26.98,3.3,7.8,0.42,1.27,3.6,0.35,0.97,1.2,0.4,1.1,3.2,4.3,2.1,1.03,0.63,0.43,0.47,1.8,1.43,8.83,3.17,10.53,Regular Season,82,46,36,https://loodibee.com/wp-content/uploads/nba-miami-heat-logo.png,Caleb Martin,1610612748,MIA,https://cdn.nba.com/headshots/nba/latest/1040x760/1628997.png,Caleb Martin,Forward,Miami Heat,82,46,36,0.561,3951,111.5,2702,0.734,617,280,1298,1084,1066,3802,1,16,16,16,21,5,16,3,15,30,13,7,5,3,East,56.09756098
Cam Reddish,1629629,Los Angeles Lakers,AWAY,21.16,2.16,5.08,0.31,0.88,2.36,0.25,0.92,1.12,0.34,0.72,1.92,2.64,1.12,0.52,0.96,0.24,0.4,1.24,0.84,6.12,3.76,7.44,Regular Season,82,47,35,https://loodibee.com/wp-content/uploads/nba-los-angeles-lakers-logo.png,Cam Reddish,1610612747,LAL,https://cdn.nba.com/headshots/nba/latest/1040x760/1629629.png,Cam Reddish,Forward-Guard,Los Angeles Lakers,82,47,35,0.573,3971,114.8,2859,0.725,605,453,1395,1225,1331,4206,1,12,12,12,3,17,2,11,19,11,19,27,27,21,West,57.31707317
Cam Thomas,1630560,Brooklyn Nets,AWAY,32.45,8.37,19.1,0.42,2.37,6.9,0.31,4.8,5.5,0.81,0.4,2.5,2.9,2.6,2.07,0.63,0.33,0.97,2.27,4.4,23.9,-5.2,16.87,Regular Season,82,32,50,https://loodibee.com/wp-content/uploads/nba-brooklyn-nets-logo.png,Cam Thomas,1610612751,BKN,https://cdn.nba.com/headshots/nba/latest/1040x760/1630560.png,Cam Thomas,Guard,Brooklyn Nets,82,32,50,0.39,3961,115.4,2675,0.715,556,424,1263,1146,1281,3962,1,22,22,22,10,20,20,19,28,12,9,17,25,11,East,39.02439024
Cam Whitmore,1641715,Houston Rockets,AWAY,19.93,4.09,10,0.39,1.74,4.78,0.37,1.57,2.17,0.44,1,3.22,4.22,0.78,1.13,0.61,0.48,0.78,1.57,1.39,11.48,-1.09,9.91,Regular Season,82,41,41,https://loodibee.com/wp-content/uploads/nba-houston-rockets-logo.png,Cam Whitmore,1610612745,HOU,https://cdn.nba.com/headshots/nba/latest/1040x760/1641715.png,Cam Whitmore,Forward,Houston Rockets,82,41,41,0.5,3971,112.8,2787,0.722,639,375,1221,1130,958,3992,1,19,19,19,3,10,6,12,8,24,4,14,1,12,West,50
Cameron Johnson,1629661,Brooklyn Nets,AWAY,27.61,4.69,10.97,0.42,2.48,6.34,0.39,1.59,2,0.46,0.97,3.52,4.48,2.41,1.07,0.9,0.31,0.79,1.9,1.83,13.45,-2.9,13.79,Regular Season,82,32,50,https://loodibee.com/wp-content/uploads/nba-brooklyn-nets-logo.png,Cameron Johnson,1610612751,BKN,https://cdn.nba.com/headshots/nba/latest/1040x760/1629661.png,Cameron Johnson,Forward,Brooklyn Nets,82,32,50,0.39,3961,115.4,2675,0.715,556,424,1263,1146,1281,3962,1,22,22,22,10,20,20,19,28,12,9,17,25,11,East,39.02439024
Cameron Payne,1626166,Milwaukee Bucks,AWAY,15.1,1.82,4.27,0.41,1.05,2.73,0.34,0.73,0.95,0.25,0.14,1.41,1.55,2.55,0.77,0.5,0.05,0.09,1.45,0.77,5.41,2.05,6.59,Regular Season,82,49,33,https://loodibee.com/wp-content/uploads/nba-milwaukee-bucks-logo.png,Cameron Payne,1610612755,PHI,https://cdn.nba.com/headshots/nba/latest/1040x760/1626166.png,Cameron Payne,Guard,Philadelphia 76ers,82,47,35,0.573,3956,113,2616,0.701,694,492,1177,1117,1262,4106,1,12,12,12,17,11,23,25,1,6,2,11,24,17,East,59.75609756
Caris LeVert,1627747,Cleveland Cavaliers,AWAY,28.88,4.87,11.5,0.41,1.6,4.63,0.34,2.17,2.77,0.51,0.67,3.77,4.43,5.4,1.9,1.33,0.47,0.73,1.57,2.2,13.5,3.43,16,Regular Season,82,48,34,https://loodibee.com/wp-content/uploads/cleveland-cavaliers-2010-2017.png,Caris LeVert,1610612739,CLE,https://cdn.nba.com/headshots/nba/latest/1040x760/1627747.png,Caris LeVert,Guard,Cleveland Cavaliers,82,48,34,0.585,3961,112.1,2742,0.721,605,380,1424,1055,1176,3816,1,11,11,11,10,7,11,14,19,21,24,6,15,4,East,58.53658537
Cason Wallace,1641717,Oklahoma City Thunder,AWAY,21.13,2.61,5.37,0.48,1.27,2.95,0.41,0.49,0.56,0.23,0.56,1.63,2.2,1.46,0.71,0.85,0.59,0.22,1.59,0.56,6.98,1.07,8.54,Regular Season,82,57,25,https://loodibee.com/wp-content/uploads/nba-oklahoma-city-thunder-logo.png,Cason Wallace,1610612760,OKC,https://cdn.nba.com/headshots/nba/latest/1040x760/1641717.png,Cason Wallace,Guard,Oklahoma City Thunder,82,57,25,0.695,3961,111,2725,0.698,694,538,1211,1258,1025,3852,1,2,2,2,10,4,12,27,1,1,3,28,3,7,West,69.51219512
Cedi Osman,1626224,San Antonio Spurs,AWAY,17.39,2.58,5.03,0.46,1.05,2.71,0.31,0.53,0.82,0.2,0.45,2.42,2.87,1.84,0.61,0.66,0.18,0.24,1.39,1,6.74,-4.63,8.95,Regular Season,82,22,60,https://loodibee.com/wp-content/uploads/san-antonio-spurs-2002-2017.png,Cedi Osman,1610612759,SAS,https://cdn.nba.com/headshots/nba/latest/1040x760/1626224.png,Cedi Osman,Forward,San Antonio Spurs,82,22,60,0.268,3966,115.6,2778,0.721,584,520,1526,1167,1187,4490,1,26,26,26,7,21,8,13,22,3,27,23,17,28,West,26.82926829
Charles Bassey,1629646,San Antonio Spurs,AWAY,11.44,1.43,2.57,0.5,0,0.14,0,0.71,0.86,0.36,1.86,3.57,5.43,1.43,0.86,0.43,1.14,0.14,1.57,0.57,3.57,0.29,9.86,Regular Season,82,22,60,https://loodibee.com/wp-content/uploads/san-antonio-spurs-2002-2017.png,Charles Bassey,1610612759,SAS,https://cdn.nba.com/headshots/nba/latest/1040x760/1629646.png,Charles Bassey,Center-Forward,San Antonio Spurs,82,22,60,0.268,3966,115.6,2778,0.721,584,520,1526,1167,1187,4490,1,26,26,26,7,21,8,13,22,3,27,23,17,28,West,26.82926829
Charlie Brown Jr.,1629718,New York Knicks,AWAY,1.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,Regular Season,82,50,32,https://loodibee.com/wp-content/uploads/nba-new-york-knicks-logo.png,Charlie Brown Jr.,1610612752,NYK,https://cdn.nba.com/headshots/nba/latest/1040x760/1629718.png,Charlie Brown Jr.,Guard,New York Knicks,82,50,32,0.61,3946,112.4,2665,0.729,612,336,1222,1008,1133,3848,1,6,6,6,23,9,21,6,17,29,5,3,13,6,East,60.97560976
Chet Holmgren,1631096,Oklahoma City Thunder,AWAY,29.02,6.73,11.68,0.57,1.66,4.02,0.42,2.54,3.1,0.66,1.37,6.07,7.44,2.41,1.34,0.61,2.2,0.61,2.39,2.85,17.66,6.05,23.46,Regular Season,82,57,25,https://loodibee.com/wp-content/uploads/nba-oklahoma-city-thunder-logo.png,Chet Holmgren,1610612760,OKC,https://cdn.nba.com/headshots/nba/latest/1040x760/1631096.png,Chet Holmgren,Center-Forward,Oklahoma City Thunder,82,57,25,0.695,3961,111,2725,0.698,694,538,1211,1258,1025,3852,1,2,2,2,10,4,12,27,1,1,3,28,3,7,West,69.51219512
Chimezie Metu,1629002,Detroit Pistons,AWAY,31.85,4.5,8.67,0.52,0.5,2.83,0.21,1.83,2,0.65,0.83,4.17,5,1.83,2.17,2.33,0.5,0.5,1.83,2.17,11.33,-3.83,14.5,Regular Season,82,14,68,https://loodibee.com/wp-content/uploads/nba-detroit-pistons-logo.png,Chimezie Metu,1610612765,DET,https://cdn.nba.com/headshots/nba/latest/1040x760/1629002.png,Chimezie Metu,Forward-Center,Detroit Pistons,82,14,68,0.171,3951,118,2692,0.73,531,384,1611,1138,1165,4468,1,30,30,30,21,25,18,5,30,20,30,16,14,27,East,17.07317073
Chris Boucher,1628449,Toronto Raptors,AWAY,14.78,2.57,4.71,0.53,0.71,1.93,0.31,1.61,2.29,0.6,1.57,3.21,4.79,0.5,0.46,0.36,0.54,0.29,1.57,1.96,7.46,0.43,10.36,Regular Season,82,25,57,https://loodibee.com/wp-content/uploads/nba-toronto-raptors-logo-2020.png,Chris Boucher,1610612761,TOR,https://cdn.nba.com/headshots/nba/latest/1040x760/1628449.png,Chris Boucher,Forward,Toronto Raptors,82,25,57,0.305,3961,118.1,2607,0.694,634,388,1412,1282,1188,4456,1,25,25,25,10,26,26,29,10,19,23,29,18,26,East,30.48780488
Chris Duarte,1630537,Sacramento Kings,AWAY,13.65,1.63,4.23,0.36,1,2.7,0.34,0.63,0.8,0.31,0.43,1.57,2,0.9,0.53,0.47,0.2,0.17,1.73,0.93,4.9,-0.77,5.17,Regular Season,82,46,36,https://loodibee.com/wp-content/uploads/nba-sacramento-kings-logo.png,Chris Duarte,1610612758,SAC,https://cdn.nba.com/headshots/nba/latest/1040x760/1630537.png,Chris Duarte,Guard,Sacramento Kings,82,46,36,0.561,3971,114.4,2719,0.744,625,342,1349,891,962,4006,1,16,16,16,3,14,15,1,13,28,17,1,2,13,West,56.09756098
Chris Livingston,1641753,Milwaukee Bucks,AWAY,3.42,0.4,0.9,0.24,0,0,0,0.2,0.2,0.1,0.2,0.7,0.9,0.3,0.3,0.2,0,0.2,0.1,0.1,1,0.4,1.6,Regular Season,82,49,33,https://loodibee.com/wp-content/uploads/nba-milwaukee-bucks-logo.png,Chris Livingston,1610612749,MIL,https://cdn.nba.com/headshots/nba/latest/1040x760/1641753.png,Chris Livingston,Forward,Milwaukee Bucks,82,49,33,0.598,3961,115,2850,0.731,558,413,1227,1121,1118,4182,1,8,8,8,10,19,3,4,26,15,6,12,10,19,East,59.75609756
Chris Paul,101108,Golden State Warriors,AWAY,25.09,3.51,8,0.42,1.27,3.59,0.32,0.76,0.86,0.23,0.32,3.51,3.84,6.22,1.19,1.03,0.08,0.19,1.86,0.84,9.05,2.57,14.43,Regular Season,82,46,36,https://loodibee.com/wp-content/uploads/nba-golden-state-warriors-logo.png,Chris Paul,1610612744,GSW,https://cdn.nba.com/headshots/nba/latest/1040x760/101108.png,Chris Paul,Guard,Golden State Warriors,82,46,36,0.561,3966,114.5,2834,0.725,572,377,1411,1100,1220,4074,1,16,16,16,7,15,4,10,23,23,22,9,20,14,West,56.09756098
Christian Braun,1631128,Denver Nuggets,AWAY,19.33,2.94,5.97,0.47,0.69,1.74,0.33,0.86,1.34,0.31,1.03,2.4,3.43,1.4,0.43,0.34,0.37,0.54,1.6,0.89,7.43,-0.43,9.03,Regular Season,82,57,25,https://loodibee.com/wp-content/uploads/nba-denver-nuggets-logo-2018.png,Christian Braun,1610612743,DEN,https://cdn.nba.com/headshots/nba/latest/1040x760/1631128.png,Christian Braun,Guard,Denver Nuggets,82,57,25,0.695,3941,112.3,2762,0.718,585,456,1301,1086,1109,4128,1,2,2,2,26,8,9,15,21,10,14,8,8,18,West,69.51219512
